city,temp_lo,temp_hi,prcp,date,humidity,wind_speed,rain
City_2468,45,35,0.71,03-10-2006,32,10.4,no
City_2469,22,29,0.51,04-10-2006,74,1.1,yes
City_2470,28,61,0.91,05-10-2006,33,1.5,no
City_2471,47,29,0.5,06-10-2006,79,17.8,no
City_2472,29,52,0.47,07-10-2006,31,15.3,no
City_2473,33,32,0.23,08-10-2006,49,4,no
City_2474,30,32,0.33,09-10-2006,83,12.4,no
City_2475,37,46,0.08,10-10-2006,82,15.9,no
City_2476,41,55,0.64,11-10-2006,44,17.8,no
City_2477,31,60,0.28,12-10-2006,78,9.4,no
City_2478,42,61,0.33,13-10-2006,61,18,no
City_2479,31,56,0.77,14-10-2006,71,10.2,yes
City_2480,32,64,0.35,15-10-2006,30,13.8,no
City_2481,44,34,0.27,16-10-2006,67,19.6,no
City_2482,32,44,0.2,17-10-2006,64,4.8,no
City_2483,38,62,0.78,18-10-2006,80,3.5,yes
City_2484,45,51,0.16,19-10-2006,36,6.9,no
City_2485,38,52,0.47,20-10-2006,74,3.4,no
City_2486,42,41,0.52,21-10-2006,42,5.8,no
City_2487,33,46,0.69,22-10-2006,78,14.9,yes
City_2488,23,41,0.64,23-10-2006,30,9.6,no
City_2489,32,65,0.81,24-10-2006,43,7.6,no
City_2490,27,67,0.08,25-10-2006,58,7.4,no
City_2491,48,45,0.32,26-10-2006,87,4,no
City_2492,42,43,0.31,27-10-2006,32,9,no
City_2493,40,46,0.18,28-10-2006,75,12.5,no
City_2494,42,51,0.31,29-10-2006,53,2.9,no
City_2495,38,58,0.33,30-10-2006,30,19.5,no
City_2496,31,62,0.54,31-10-2006,77,8.9,yes
City_2497,37,32,0.67,01-11-2006,39,19,no
City_2498,25,31,0.4,02-11-2006,42,2.8,no
City_2499,37,35,0.72,03-11-2006,65,15.4,yes
City_2500,38,46,0.36,04-11-2006,38,12.4,no
City_2501,41,35,0.32,05-11-2006,43,16.4,no
City_2502,24,34,0.55,06-11-2006,65,12.1,yes
City_2503,43,50,0.06,07-11-2006,39,19.3,no
City_2504,28,29,0.12,08-11-2006,69,12.6,no
City_2505,46,32,0.44,09-11-2006,52,15.7,no
City_2506,22,57,0.94,10-11-2006,64,17.6,yes
City_2507,47,49,0.73,11-11-2006,84,14.3,yes
City_2508,29,54,0.12,12-11-2006,36,10.5,no
City_2509,38,42,0.84,13-11-2006,71,5.5,yes
City_2510,22,37,0.74,14-11-2006,64,17.1,yes
City_2511,48,40,0.62,15-11-2006,31,9.7,no
City_2512,48,34,0.82,16-11-2006,44,12.5,no
City_2513,41,48,0.42,17-11-2006,38,1.7,no
City_2514,34,52,0.25,18-11-2006,76,10,no
City_2515,20,55,0.53,19-11-2006,46,14,no
City_2516,26,66,0.56,20-11-2006,68,11.7,yes
City_2517,31,36,0.55,21-11-2006,81,9,yes
City_2518,36,29,0.58,22-11-2006,47,4.5,no
City_2519,49,52,0.94,23-11-2006,44,6.3,no
City_2520,40,35,0.9,24-11-2006,47,14,no
City_2521,45,47,0.87,25-11-2006,53,4.6,no
City_2522,48,50,0.8,26-11-2006,52,12.5,no
City_2523,43,63,0.94,27-11-2006,41,11.8,no
City_2524,39,58,0.13,28-11-2006,52,19.4,no
City_2525,24,57,0.29,29-11-2006,50,1.3,no
City_2526,23,50,0.51,30-11-2006,55,2.3,no
City_2527,47,39,0.84,01-12-2006,37,10.2,no
City_2528,31,48,0.52,02-12-2006,59,10.6,no
City_2529,49,57,0.75,03-12-2006,63,0.9,yes
City_2530,39,62,0.17,04-12-2006,31,16.5,no
City_2531,47,29,0.28,05-12-2006,34,9.9,no
City_2532,43,59,0.74,06-12-2006,60,7,no
City_2533,37,58,0.2,07-12-2006,62,6.4,no
City_2534,36,46,0.37,08-12-2006,83,17.2,no
City_2535,38,45,0.29,09-12-2006,33,4,no
City_2536,28,66,0.37,10-12-2006,35,3.3,no
City_2537,23,42,0.71,11-12-2006,52,4.3,no
City_2538,45,51,0.39,12-12-2006,74,12.5,no
City_2539,40,53,0.57,13-12-2006,48,16.2,no
City_2540,21,43,0.13,14-12-2006,72,6.7,no
City_2541,23,50,0.8,15-12-2006,74,3.6,yes
City_2542,21,31,0.39,16-12-2006,37,4.3,no
City_2543,34,47,0.66,17-12-2006,68,12.4,yes
City_2544,21,62,0.73,18-12-2006,42,5,no
City_2545,23,63,0.24,19-12-2006,30,17.6,no
City_2546,25,29,0.88,20-12-2006,35,2.2,no
City_2547,26,49,0.63,21-12-2006,36,0.7,no
City_2548,29,57,0.45,22-12-2006,77,1.9,no
City_2549,38,34,0.21,23-12-2006,56,16.9,no
City_2550,38,65,0.94,24-12-2006,44,13.1,no
City_2551,45,29,0.76,25-12-2006,81,19.2,yes
City_2552,41,29,0.24,26-12-2006,63,6.8,no
City_2553,48,55,0.36,27-12-2006,87,4.3,no
City_2554,31,49,0.81,28-12-2006,86,11.3,yes
City_2555,22,44,0.7,29-12-2006,52,10.8,no
City_2556,32,54,0.77,30-12-2006,77,11.9,yes
City_2557,37,44,0.46,31-12-2006,78,7,no
City_2558,27,56,0.72,01-01-2007,53,0.2,no
City_2559,40,29,0.41,02-01-2007,44,0.8,no
City_2560,34,64,0.24,03-01-2007,64,13.3,no
City_2561,20,38,0.64,04-01-2007,33,10.5,no
City_2562,22,45,0.97,05-01-2007,73,16.4,yes
City_2563,45,51,0.34,06-01-2007,66,6.1,no
City_2564,27,35,0.48,07-01-2007,46,16.3,no
City_2565,23,35,0.68,08-01-2007,60,8.6,no
City_2566,35,43,0.55,09-01-2007,67,2,yes
City_2567,49,62,0.84,10-01-2007,39,19.6,no
City_2568,42,32,0.76,11-01-2007,83,10.3,yes
City_2569,29,42,0.1,12-01-2007,79,12.6,no
City_2570,31,42,0.99,13-01-2007,56,13.4,no
City_2571,33,44,0.75,14-01-2007,71,7.3,yes
City_2572,33,35,0.86,15-01-2007,35,15,no
City_2573,21,60,0.66,16-01-2007,85,17.4,yes
City_2574,42,47,0.85,17-01-2007,35,7.8,no
City_2575,24,30,0.15,18-01-2007,81,13.2,no
City_2576,24,38,0.37,19-01-2007,44,15.2,no
City_2577,25,45,0.87,20-01-2007,33,3.9,no
City_2578,32,65,0.23,21-01-2007,86,6.7,no
City_2579,28,40,0.11,22-01-2007,77,2.3,no
City_2580,49,34,0.79,23-01-2007,83,12.1,yes
City_2581,41,50,0.83,24-01-2007,85,16,yes
City_2582,47,60,0.19,25-01-2007,69,12.3,no
City_2583,48,48,0.85,26-01-2007,36,3.7,no
City_2584,34,29,0.69,27-01-2007,80,11,yes
City_2585,33,34,0.53,28-01-2007,87,16.7,yes
City_2586,43,47,0.83,29-01-2007,78,6.1,yes
City_2587,26,46,0.44,30-01-2007,82,16.7,no
City_2588,44,34,0.22,31-01-2007,74,15.7,no
City_2589,39,61,0.31,01-02-2007,76,0.5,no
City_2590,21,51,0.52,02-02-2007,55,4.9,no
City_2591,26,51,0.54,03-02-2007,87,10.9,yes
City_2592,25,54,0.81,04-02-2007,60,14.4,no
City_2593,36,41,0.79,05-02-2007,31,17.6,no
City_2594,46,35,0.59,06-02-2007,57,12.9,no
City_2595,44,43,0.78,07-02-2007,71,7.7,yes
City_2596,44,55,0.22,08-02-2007,42,3.8,no
City_2597,47,54,0.09,09-02-2007,47,15.2,no
City_2598,21,61,0.87,10-02-2007,59,4.2,no
City_2599,22,43,0.11,11-02-2007,84,13.9,no
City_2600,24,64,0.27,12-02-2007,40,3.7,no
City_2601,24,55,0.7,13-02-2007,42,1.9,no
City_2602,20,33,0.43,14-02-2007,80,5.1,no
City_2603,27,30,0.87,15-02-2007,53,5.8,no
City_2604,31,61,0.32,16-02-2007,86,13,no
City_2605,43,44,0.05,17-02-2007,58,3.3,no
City_2606,23,51,0.33,18-02-2007,85,18.6,no
City_2607,32,66,0.59,19-02-2007,83,11.1,yes
City_2608,42,44,0.4,20-02-2007,34,9.9,no
City_2609,34,42,0.55,21-02-2007,64,8.8,yes
City_2610,30,57,0.87,22-02-2007,48,11.4,no
City_2611,29,54,0.91,23-02-2007,84,0.5,yes
City_2612,22,63,0.29,24-02-2007,42,19.8,no
City_2613,41,43,0.48,25-02-2007,34,11.2,no
City_2614,33,31,0.56,26-02-2007,73,0.8,yes
City_2615,35,51,0.94,27-02-2007,43,11.8,no
City_2616,29,57,0.99,28-02-2007,67,8.8,yes
City_2617,48,62,0.26,01-03-2007,51,0.6,no
City_2618,29,61,0.73,02-03-2007,38,18.5,no
City_2619,31,51,0.4,03-03-2007,78,0.3,no
City_2620,49,35,0.05,04-03-2007,69,11.6,no
City_2621,28,31,0.05,05-03-2007,55,19.2,no
City_2622,20,60,0.48,06-03-2007,74,4.8,no
City_2623,24,59,0.5,07-03-2007,34,5.2,no
City_2624,39,46,0.06,08-03-2007,58,0.1,no
City_2625,27,35,0.69,09-03-2007,83,1.4,yes
City_2626,30,29,0.32,10-03-2007,51,1,no
City_2627,31,42,0.57,11-03-2007,78,16.5,yes
City_2628,20,60,0.33,12-03-2007,32,16.8,no
City_2629,44,34,0.2,13-03-2007,57,14.6,no
City_2630,41,67,0.43,14-03-2007,67,7.1,no
City_2631,39,38,0.26,15-03-2007,43,16.4,no
City_2632,47,35,0.55,16-03-2007,76,10.8,yes
City_2633,44,54,0.23,17-03-2007,43,6.2,no
City_2634,30,62,0.52,18-03-2007,72,8.8,yes
City_2635,24,58,0.19,19-03-2007,40,1.4,no
City_2636,34,64,0.68,20-03-2007,38,18.9,no
City_2637,24,49,0.76,21-03-2007,67,12.4,yes
City_2638,31,45,0.14,22-03-2007,76,14.7,no
City_2639,24,61,0.48,23-03-2007,73,13.6,no
City_2640,36,38,0.11,24-03-2007,35,13.4,no
City_2641,36,40,0.61,25-03-2007,30,0.4,no
City_2642,43,44,0.29,26-03-2007,54,10.6,no
City_2643,31,60,0.54,27-03-2007,45,16.5,no
City_2644,43,43,0.53,28-03-2007,81,1,yes
City_2645,47,55,0.92,29-03-2007,44,19.1,no
City_2646,34,56,0.56,30-03-2007,63,8.5,yes
City_2647,34,45,0.59,31-03-2007,46,5.9,no
City_2648,25,30,0.42,01-04-2007,32,10.7,no
City_2649,31,64,0.94,02-04-2007,32,16,no
City_2650,46,35,0.78,03-04-2007,66,9.5,yes
City_2651,48,41,0.31,04-04-2007,46,12.9,no
City_2652,39,43,0.84,05-04-2007,84,10,yes
City_2653,37,53,0.45,06-04-2007,78,12.7,no
City_2654,33,51,0.83,07-04-2007,81,2.8,yes
City_2655,21,50,0.82,08-04-2007,67,0.9,yes
City_2656,28,54,0.22,09-04-2007,30,2.8,no
City_2657,24,61,0.71,10-04-2007,36,5.8,no
City_2658,39,39,0.32,11-04-2007,55,5.1,no
City_2659,45,38,0.32,12-04-2007,76,12.3,no
City_2660,48,53,0.32,13-04-2007,68,9.2,no
City_2661,20,65,0.73,14-04-2007,48,0.9,no
City_2662,42,66,0.26,15-04-2007,81,0.8,no
City_2663,22,52,0.04,16-04-2007,83,1.9,no
City_2664,25,61,0.72,17-04-2007,59,7.1,no
City_2665,24,45,0.2,18-04-2007,72,0.2,no
City_2666,40,52,0.14,19-04-2007,84,9.9,no
City_2667,46,65,0.27,20-04-2007,43,7.3,no
City_2668,24,30,0.4,21-04-2007,42,11.2,no
City_2669,20,60,0.49,22-04-2007,49,14.4,no
City_2670,36,52,0.08,23-04-2007,55,5.1,no
City_2671,38,37,0.96,24-04-2007,56,3.2,no
City_2672,33,32,0.72,25-04-2007,54,5.6,no
City_2673,31,45,0.35,26-04-2007,38,0.1,no
City_2674,29,45,0.34,27-04-2007,70,2.5,no
City_2675,39,58,0.47,28-04-2007,77,15,no
City_2676,40,39,0.63,29-04-2007,41,4.5,no
City_2677,37,49,0.18,30-04-2007,39,19.9,no
City_2678,43,49,0.22,01-05-2007,35,3.4,no
City_2679,46,46,0.86,02-05-2007,79,15.8,yes
City_2680,30,57,0.28,03-05-2007,63,14.1,no
City_2681,49,52,0.4,04-05-2007,88,6.5,no
City_2682,21,38,0.87,05-05-2007,81,6.7,yes
City_2683,44,45,0.67,06-05-2007,70,11.3,yes
City_2684,37,46,0.36,07-05-2007,48,17.1,no
City_2685,48,48,0.69,08-05-2007,35,7.8,no
City_2686,44,65,0.06,09-05-2007,31,1.3,no
City_2687,26,46,0.74,10-05-2007,44,7.6,no
City_2688,43,45,0.5,11-05-2007,46,4.2,no
City_2689,34,37,0.81,12-05-2007,45,18.8,no
City_2690,30,42,0.95,13-05-2007,57,14,no
City_2691,37,57,0.92,14-05-2007,50,1.1,no
City_2692,42,59,0.9,15-05-2007,37,5.9,no
City_2693,31,32,0.53,16-05-2007,39,1.1,no
City_2694,25,46,0.38,17-05-2007,39,16.6,no
City_2695,39,48,0.48,18-05-2007,79,18.1,no
City_2696,42,37,0.7,19-05-2007,39,2.3,no
City_2697,49,41,0.88,20-05-2007,38,8.9,no
City_2698,32,43,0.24,21-05-2007,57,18.6,no
City_2699,39,55,0.91,22-05-2007,53,3,no
City_2700,35,43,0.81,23-05-2007,48,5.9,no
City_2701,37,56,0.97,24-05-2007,62,6.2,yes
City_2702,29,65,0.88,25-05-2007,33,0.7,no
City_2703,47,47,0.31,26-05-2007,85,0.8,no
City_2704,42,54,0.14,27-05-2007,32,19.1,no
City_2705,27,54,0.15,28-05-2007,71,11.5,no
City_2706,37,53,0.32,29-05-2007,41,6.2,no
City_2707,40,54,0.62,30-05-2007,47,7.6,no
City_2708,20,54,0.8,31-05-2007,52,14.3,no
City_2709,42,56,0.89,01-06-2007,49,7.4,no
City_2710,27,46,0.63,02-06-2007,35,4.6,no
City_2711,48,60,0.05,03-06-2007,82,2.1,no
City_2712,25,31,0.22,04-06-2007,63,14.6,no
City_2713,24,30,0.13,05-06-2007,71,3.7,no
City_2714,34,61,0.39,06-06-2007,31,1.5,no
City_2715,41,47,0.52,07-06-2007,59,8.6,no
City_2716,34,45,0.08,08-06-2007,38,0.9,no
City_2717,21,61,0.37,09-06-2007,56,19.3,no
City_2718,20,40,0.21,10-06-2007,71,12.6,no
City_2719,42,31,0.65,11-06-2007,63,3.1,yes
City_2720,42,54,0.48,12-06-2007,69,3.5,no
City_2721,45,63,0.51,13-06-2007,53,11.4,no
City_2722,30,36,0.45,14-06-2007,78,7.2,no
City_2723,29,64,0.95,15-06-2007,46,15.5,no
City_2724,49,35,0.24,16-06-2007,58,11,no
City_2725,37,64,0.53,17-06-2007,65,8.7,yes
City_2726,37,44,0.74,18-06-2007,79,19.3,yes
City_2727,36,52,0.57,19-06-2007,41,7.9,no
City_2728,45,29,0.92,20-06-2007,60,8.1,no
City_2729,27,53,0.4,21-06-2007,78,13.3,no
City_2730,34,38,0.48,22-06-2007,38,16.2,no
City_2731,27,44,0.12,23-06-2007,48,12.6,no
City_2732,36,44,0.62,24-06-2007,75,14,yes
City_2733,31,36,0.31,25-06-2007,75,7.5,no
City_2734,46,57,0.19,26-06-2007,46,9.6,no
City_2735,27,67,0.56,27-06-2007,31,4,no
City_2736,44,56,0.55,28-06-2007,69,13.6,yes
City_2737,33,34,0.11,29-06-2007,34,4.5,no
City_2738,23,44,0.7,30-06-2007,88,0.1,yes
City_2739,20,48,0.63,01-07-2007,68,18.7,yes
City_2740,20,44,0.22,02-07-2007,83,6.2,no
City_2741,38,35,0.49,03-07-2007,77,4,no
City_2742,35,42,0.72,04-07-2007,45,5.4,no
City_2743,33,54,0.54,05-07-2007,46,6.7,no
City_2744,40,54,0.42,06-07-2007,83,9.5,no
City_2745,35,42,0.35,07-07-2007,56,1.5,no
City_2746,24,35,0.62,08-07-2007,36,1.1,no
City_2747,28,61,0.93,09-07-2007,81,5.9,yes
City_2748,45,54,0.68,10-07-2007,37,6,no
City_2749,49,48,0.11,11-07-2007,37,2.4,no
City_2750,47,31,0.48,12-07-2007,52,8.2,no
City_2751,21,32,0.89,13-07-2007,61,5.8,yes
City_2752,37,54,0.13,14-07-2007,72,0.6,no
City_2753,25,39,0.98,15-07-2007,76,17.7,yes
City_2754,28,30,0.94,16-07-2007,47,17.7,no
City_2755,20,42,0.11,17-07-2007,67,4.3,no
City_2756,28,58,0.93,18-07-2007,83,3.3,yes
City_2757,44,40,0.38,19-07-2007,41,11,no
City_2758,35,54,0.84,20-07-2007,44,12.7,no
City_2759,32,61,0.44,21-07-2007,57,19.2,no
City_2760,28,41,0.46,22-07-2007,84,7.6,no
City_2761,40,42,0.64,23-07-2007,67,12.4,yes
City_2762,32,52,0.78,24-07-2007,79,17.6,yes
City_2763,28,62,0.07,25-07-2007,85,9.1,no
City_2764,30,54,0.6,26-07-2007,60,2.5,no
City_2765,23,49,0.22,27-07-2007,81,7.6,no
City_2766,21,56,0.37,28-07-2007,38,2.8,no
City_2767,48,64,0.37,29-07-2007,37,0.4,no
City_2768,25,30,0.49,30-07-2007,75,15.1,no
City_2769,33,37,0.36,31-07-2007,48,4.8,no
City_2770,23,51,0.14,01-08-2007,80,0.1,no
City_2771,25,43,0.18,02-08-2007,37,17.5,no
City_2772,38,41,0.07,03-08-2007,63,8.9,no
City_2773,25,51,0.49,04-08-2007,86,4.9,no
City_2774,21,45,0.95,05-08-2007,33,5.3,no
City_2775,37,30,0.15,06-08-2007,60,4.9,no
City_2776,32,48,0.94,07-08-2007,67,4,yes
City_2777,28,48,0.74,08-08-2007,32,16.8,no
City_2778,42,31,0.65,09-08-2007,64,3.5,yes
City_2779,38,40,0.65,10-08-2007,48,11.3,no
City_2780,32,30,0.83,11-08-2007,72,1.6,yes
City_2781,30,64,0.14,12-08-2007,58,19,no
City_2782,20,42,0.52,13-08-2007,39,12.1,no
City_2783,43,44,0.7,14-08-2007,41,18.1,no
City_2784,49,47,0.6,15-08-2007,75,8,yes
City_2785,41,62,0.83,16-08-2007,59,16.2,no
City_2786,26,34,0.11,17-08-2007,59,17.1,no
City_2787,44,41,0.7,18-08-2007,89,14.1,yes
City_2788,40,64,0.55,19-08-2007,47,1.9,no
City_2789,34,50,0.4,20-08-2007,53,0.4,no
City_2790,20,46,0.36,21-08-2007,61,3.5,no
City_2791,31,40,0.63,22-08-2007,38,2.5,no
City_2792,45,58,0.89,23-08-2007,76,14.5,yes
City_2793,26,35,0.51,24-08-2007,53,11.2,no
City_2794,34,60,0.82,25-08-2007,55,10.6,no
City_2795,40,47,0.42,26-08-2007,32,5.1,no
City_2796,38,34,0.14,27-08-2007,52,3.2,no
City_2797,47,48,0.1,28-08-2007,40,4.2,no
City_2798,48,55,0.09,29-08-2007,39,8.1,no
City_2799,44,65,0.4,30-08-2007,79,14.8,no
City_2800,20,35,0.36,31-08-2007,65,5.2,no
City_2801,36,33,0.72,01-09-2007,89,14,yes
City_2802,36,39,0.75,02-09-2007,42,9.9,no
City_2803,22,43,0.09,03-09-2007,58,17.7,no
City_2804,31,31,0.25,04-09-2007,67,4.7,no
City_2805,25,33,0.3,05-09-2007,88,9.1,no
City_2806,45,51,0.56,06-09-2007,82,2,yes
City_2807,30,65,0.18,07-09-2007,42,6.8,no
City_2808,22,37,0.17,08-09-2007,86,10.2,no
City_2809,27,43,0.94,09-09-2007,55,14.7,no
City_2810,33,31,0.8,10-09-2007,49,4,no
City_2811,33,57,0.21,11-09-2007,34,4.4,no
City_2812,29,34,0.43,12-09-2007,49,12.7,no
City_2813,21,45,0.38,13-09-2007,43,7.7,no
City_2814,33,54,0.79,14-09-2007,74,9.7,yes
City_2815,28,49,0.52,15-09-2007,43,16.7,no
City_2816,22,36,0.16,16-09-2007,37,10,no
City_2817,40,49,0.74,17-09-2007,77,13.1,yes
City_2818,45,39,0.42,18-09-2007,42,13.2,no
City_2819,27,66,0.29,19-09-2007,53,16.1,no
City_2820,35,36,0.4,20-09-2007,44,12.8,no
City_2821,21,52,0.51,21-09-2007,80,1.4,yes
City_2822,25,63,0.37,22-09-2007,30,6.9,no
City_2823,47,42,0.27,23-09-2007,51,19.8,no
City_2824,40,42,0.42,24-09-2007,63,4,no
City_2825,48,38,0.06,25-09-2007,79,11.8,no
City_2826,45,40,0.77,26-09-2007,80,16.9,yes
City_2827,44,66,0.2,27-09-2007,69,11.8,no
City_2828,31,62,0.08,28-09-2007,32,7.5,no
City_2829,24,38,0.66,29-09-2007,84,1.7,yes
City_2830,21,45,0.78,30-09-2007,55,7.3,no
City_2831,35,45,0.81,01-10-2007,43,3.7,no
City_2832,24,31,0.51,02-10-2007,87,19.2,yes
City_2833,34,59,0.24,03-10-2007,70,14.3,no
City_2834,31,29,0.74,04-10-2007,37,15,no
City_2835,23,40,0.7,05-10-2007,78,8.8,yes
City_2836,34,67,0.27,06-10-2007,84,2.3,no
City_2837,30,32,0.9,07-10-2007,84,5.4,yes
City_2838,35,41,0.14,08-10-2007,85,5.3,no
City_2839,42,62,0.97,09-10-2007,45,9.8,no
City_2840,25,49,0.86,10-10-2007,71,9.3,yes
City_2841,33,50,0.69,11-10-2007,50,8.7,no
City_2842,37,32,0.93,12-10-2007,39,10,no
City_2843,31,46,0.73,13-10-2007,86,19.7,yes
City_2844,46,33,0.22,14-10-2007,54,6,no
City_2845,30,47,0.46,15-10-2007,85,12.3,no
City_2846,32,30,0.11,16-10-2007,67,4.9,no
City_2847,40,40,0.41,17-10-2007,51,9.4,no
City_2848,42,45,0.74,18-10-2007,78,4.1,yes
City_2849,30,38,0.41,19-10-2007,77,11.2,no
City_2850,42,62,0.35,20-10-2007,76,5.4,no
City_2851,35,34,0.61,21-10-2007,83,0.8,yes
City_2852,34,36,0.87,22-10-2007,75,16.3,yes
City_2853,40,39,0.09,23-10-2007,33,2.7,no
City_2854,47,40,0.41,24-10-2007,33,7.4,no
City_2855,34,37,0.19,25-10-2007,59,9.6,no
City_2856,44,30,0.7,26-10-2007,31,8.7,no
City_2857,23,36,0.14,27-10-2007,58,14.5,no
City_2858,30,39,0.67,28-10-2007,72,12,yes
City_2859,38,64,0.31,29-10-2007,65,6,no
City_2860,34,38,0.23,30-10-2007,50,1.1,no
City_2861,23,49,0.93,31-10-2007,89,15.4,yes
City_2862,40,48,0.06,01-11-2007,50,7.1,no
City_2863,32,36,0.46,02-11-2007,77,17.8,no
City_2864,41,64,0.06,03-11-2007,50,8,no
City_2865,38,57,0.5,04-11-2007,33,14.4,no
City_2866,21,40,0.52,05-11-2007,30,18.8,no
City_2867,33,42,0.35,06-11-2007,55,13.1,no
City_2868,48,49,0.17,07-11-2007,85,8.3,no
City_2869,23,50,0.4,08-11-2007,80,11.4,no
City_2870,35,49,0.68,09-11-2007,31,10.9,no
City_2871,40,58,0.78,10-11-2007,38,11.7,no
City_2872,39,67,0.54,11-11-2007,84,3,yes
City_2873,33,48,0.6,12-11-2007,86,14,yes
City_2874,46,52,0.23,13-11-2007,74,3,no
City_2875,48,51,0.31,14-11-2007,47,0.4,no
City_2876,34,35,0.19,15-11-2007,77,12.5,no
City_2877,47,37,0.28,16-11-2007,77,2.4,no
City_2878,22,29,0.25,17-11-2007,86,15.4,no
City_2879,27,54,0.53,18-11-2007,71,17.3,yes
City_2880,35,66,0.57,19-11-2007,70,18.9,yes
City_2881,29,66,0.94,20-11-2007,40,13.3,no
City_2882,23,50,0.23,21-11-2007,54,9.7,no
City_2883,49,38,0.65,22-11-2007,55,7.1,no
City_2884,37,34,0.82,23-11-2007,87,9.9,yes
City_2885,21,45,0.57,24-11-2007,65,3.9,yes
City_2886,36,66,0.28,25-11-2007,71,7,no
City_2887,32,52,0.29,26-11-2007,64,14.4,no
City_2888,23,38,0.08,27-11-2007,67,4.4,no
City_2889,45,36,0.33,28-11-2007,32,5.4,no
City_2890,44,49,0.75,29-11-2007,88,15,yes
City_2891,49,34,0.09,30-11-2007,70,3.6,no
City_2892,30,49,0.25,01-12-2007,64,5,no
City_2893,26,67,0.71,02-12-2007,79,0.4,yes
City_2894,31,52,0.78,03-12-2007,69,14.4,yes
City_2895,29,61,0.47,04-12-2007,51,12.4,no
City_2896,26,46,0.7,05-12-2007,37,13.9,no
City_2897,32,56,0.41,06-12-2007,44,4.4,no
City_2898,26,60,0.19,07-12-2007,74,13.8,no
City_2899,43,40,0.42,08-12-2007,36,12,no
City_2900,36,55,0.59,09-12-2007,48,7.4,no
City_2901,29,38,0.94,10-12-2007,69,8.8,yes
City_2902,48,60,0.11,11-12-2007,71,11.4,no
City_2903,29,54,0.52,12-12-2007,46,9.9,no
City_2904,43,53,0.35,13-12-2007,30,12.9,no
City_2905,23,39,0.52,14-12-2007,74,3.7,yes
City_2906,39,51,0.06,15-12-2007,58,10.9,no
City_2907,23,62,0.34,16-12-2007,87,9.1,no
City_2908,41,51,0.82,17-12-2007,42,9.3,no
City_2909,26,57,0.57,18-12-2007,85,9.4,yes
City_2910,41,59,0.47,19-12-2007,77,17.6,no
City_2911,20,35,0.31,20-12-2007,58,16.4,no
City_2912,31,61,0.32,21-12-2007,70,12.6,no
City_2913,43,49,0.4,22-12-2007,71,14.4,no
City_2914,32,30,0.83,23-12-2007,35,1,no
City_2915,29,46,0.96,24-12-2007,34,14.9,no
City_2916,34,61,0.46,25-12-2007,63,9.8,no
City_2917,46,65,0.41,26-12-2007,40,6.4,no
City_2918,32,62,0.84,27-12-2007,38,2.9,no
City_2919,42,48,0.45,28-12-2007,67,1.6,no
City_2920,41,63,0.56,29-12-2007,69,1,yes
City_2921,41,46,0.26,30-12-2007,70,3.3,no
City_2922,40,52,0.75,31-12-2007,38,0.7,no
City_2923,41,36,0.55,01-01-2008,37,14.7,no
City_2924,47,58,0.81,02-01-2008,73,5,yes
City_2925,28,38,0.78,03-01-2008,87,7.4,yes
City_2926,45,51,0.24,04-01-2008,69,16.5,no
City_2927,28,39,0.72,05-01-2008,32,2.4,no
City_2928,34,30,0.8,06-01-2008,42,16.7,no
City_2929,29,54,0.37,07-01-2008,48,12.8,no
City_2930,43,64,0.2,08-01-2008,63,6.9,no
City_2931,45,61,0.04,09-01-2008,61,2.4,no
City_2932,44,41,0.47,10-01-2008,78,1.9,no
City_2933,48,53,0.37,11-01-2008,45,6.8,no
City_2934,29,32,0.57,12-01-2008,65,2.9,yes
City_2935,27,47,0.22,13-01-2008,47,5.4,no
City_2936,43,46,0.86,14-01-2008,43,1.2,no
City_2937,35,65,0.28,15-01-2008,59,11.9,no
City_2938,36,58,0.26,16-01-2008,31,3,no
City_2939,45,47,0.5,17-01-2008,42,15.2,no
City_2940,46,51,0.51,18-01-2008,56,4.4,no
City_2941,24,44,0.24,19-01-2008,88,16,no
City_2942,23,29,0.3,20-01-2008,82,3.9,no
City_2943,37,40,0.2,21-01-2008,81,14.5,no
City_2944,43,52,0.72,22-01-2008,46,6.7,no
City_2945,38,62,0.77,23-01-2008,60,11.7,no
City_2946,23,36,0.48,24-01-2008,44,0.9,no
City_2947,47,46,0.72,25-01-2008,86,10,yes
City_2948,26,33,0.74,26-01-2008,49,3.1,no
City_2949,29,54,0.17,27-01-2008,34,9.8,no
City_2950,44,58,0.96,28-01-2008,36,2.9,no
City_2951,37,41,0.82,29-01-2008,47,8.8,no
City_2952,38,47,0.23,30-01-2008,85,2.3,no
City_2953,23,57,0.22,31-01-2008,40,4.5,no
City_2954,29,31,0.16,01-02-2008,61,11.9,no
City_2955,20,54,0.17,02-02-2008,79,19.5,no
City_2956,42,40,0.75,03-02-2008,56,9,no
City_2957,37,30,0.49,04-02-2008,55,13.8,no
City_2958,24,39,0.78,05-02-2008,66,10.8,yes
City_2959,34,56,0.75,06-02-2008,74,10,yes
City_2960,36,46,0.61,07-02-2008,57,1.4,no
City_2961,22,41,0.69,08-02-2008,79,3,yes
City_2962,31,65,0.06,09-02-2008,31,17.7,no
City_2963,21,50,0.34,10-02-2008,49,8.3,no
City_2964,20,40,0.65,11-02-2008,33,12.3,no
City_2965,42,30,0.05,12-02-2008,42,10.6,no
City_2966,40,65,0.07,13-02-2008,53,7.6,no
